1	0.00524823	1.41885e-05
2	0.00018941	1.07909e-05
3	2.14274e-05	9.57338e-06
4	9.8166e-06	9.61335e-06
5	6.42002e-06	9.42296e-06
6	-2.487e-06	9.19384e-06
7	3.88815e-07	9.21997e-06
8	-1.07834e-05	9.39172e-06
9	7.63119e-06	9.16563e-06
10	3.23857e-06	9.38367e-06
11	-8.52091e-06	9.17877e-06
12	-1.41171e-06	9.13533e-06
13	1.02591e-05	9.20427e-06
14	5.63264e-06	9.17496e-06
15	2.25221e-07	9.34026e-06
16	1.39173e-05	9.28537e-06
17	1.09923e-05	9.27445e-06
18	-3.27781e-06	9.43061e-06
19	2.62712e-06	9.28302e-06
