1	0.00342346	1.42846e-05
2	8.60949e-05	1.09258e-05
3	1.45116e-05	9.75989e-06
4	3.12261e-06	9.56257e-06
5	8.80398e-06	9.18483e-06
6	-1.52263e-05	9.3527e-06
7	2.76142e-07	9.24828e-06
8	4.27181e-06	9.34895e-06
9	-2.64022e-06	9.24412e-06
10	9.57323e-06	9.19351e-06
11	6.15831e-06	9.1601e-06
12	1.4563e-05	9.12888e-06
13	-1.35667e-05	9.16413e-06
14	-5.50276e-06	9.03053e-06
15	-7.93825e-06	9.10428e-06
16	1.5021e-06	9.28543e-06
17	3.96639e-06	9.25695e-06
18	-8.76841e-06	9.03994e-06
19	-8.05577e-06	8.97351e-06
