1	0.00224826	1.51663e-05
2	5.82643e-05	1.1108e-05
3	-4.17369e-06	9.80729e-06
4	4.80285e-06	9.48186e-06
5	2.08112e-06	9.27548e-06
6	1.25215e-05	9.13959e-06
7	2.54811e-06	9.16017e-06
8	1.72305e-05	9.20606e-06
9	6.69004e-06	9.05265e-06
10	-8.78109e-07	8.97099e-06
11	1.3647e-05	9.36149e-06
12	-3.38081e-06	9.14227e-06
13	-4.38146e-06	9.16483e-06
14	-4.32559e-07	9.16209e-06
15	4.67027e-06	9.21718e-06
16	-1.93975e-05	9.37397e-06
17	-4.376e-07	9.49502e-06
18	-1.18054e-05	9.28365e-06
19	-1.02786e-05	9.11472e-06
