1	0.00523736	1.41499e-05
2	0.000181588	1.07639e-05
3	1.11231e-05	9.70496e-06
4	-2.61012e-06	9.48884e-06
5	7.21522e-06	9.35379e-06
6	1.76918e-07	9.06072e-06
7	-8.0274e-06	9.13244e-06
8	-1.45123e-05	9.24048e-06
9	1.14515e-05	9.35522e-06
10	-6.60295e-06	9.00851e-06
11	7.91639e-07	8.99007e-06
12	1.51375e-05	9.33247e-06
13	1.61584e-05	9.3248e-06
14	-1.1806e-05	9.1743e-06
15	1.47515e-05	9.28385e-06
16	2.60497e-05	9.08654e-06
17	-9.55079e-06	9.243e-06
18	1.23313e-05	9.12224e-06
19	-2.18922e-07	9.22323e-06
