1	0.00226152	5.00477e-05
2	2.16677e-05	2.79695e-05
3	-7.98586e-06	3.29545e-05
4	1.73295e-05	2.56275e-05
5	-1.91538e-05	2.74426e-05
6	6.04404e-05	2.78817e-05
7	3.02675e-06	2.91034e-05
8	-5.25354e-06	2.66372e-05
9	1.80843e-05	2.89853e-05
10	8.88789e-06	2.84236e-05
11	-3.28069e-05	2.68553e-05
12	9.47455e-06	2.47471e-05
13	-3.06841e-05	2.54556e-05
14	-4.74395e-05	3.8067e-05
15	4.27041e-05	2.79789e-05
16	4.05865e-05	5.6968e-05
17	1.1294e-05	5.50891e-05
18	1.55378e-05	5.21457e-05
19	-1.06968e-05	5.29265e-05
20	2.90107e-05	5.02957e-05
21	-8.62155e-06	5.5602e-05
22	-7.36835e-05	5.17586e-05
23	4.73961e-05	5.18983e-05
24	1.90808e-05	4.39685e-05
25	-4.22848e-05	5.47943e-05
26	6.99598e-05	4.39966e-05
27	5.80563e-05	5.07015e-05
28	3.76059e-06	5.25742e-05
29	-2.28169e-05	5.07393e-05
30	2.26218e-05	5.71087e-05
31	7.91225e-05	5.97737e-05
