1	0.38583	8.1162e-05
2	0.179858	9.4087e-05
3	0.0886371	9.08828e-05
4	0.0443628	7.70044e-05
5	0.0222817	5.12876e-05
6	0.0112348	4.22107e-05
7	0.00564984	3.75873e-05
8	0.00283606	3.09558e-05
9	0.00143881	3.55969e-05
10	0.000676354	3.20836e-05
11	0.000332327	3.56691e-05
12	0.000175129	2.72966e-05
13	5.79131e-05	2.90002e-05
14	2.16677e-05	2.79695e-05
15	2.18858e-05	3.51701e-05
16	-1.54247e-05	6.66101e-05
17	-5.4088e-05	6.26127e-05
18	-4.08978e-05	6.09276e-05
19	-5.57945e-05	5.8981e-05
20	-2.11163e-05	5.4708e-05
21	-3.88719e-05	5.5508e-05
22	-1.95529e-05	5.02859e-05
23	-4.11354e-05	5.09103e-05
24	-6.43716e-05	5.3077e-05
25	-0.000117932	5.32791e-05
26	-0.000148274	5.01647e-05
27	-7.52312e-05	5.13187e-05
28	-5.55736e-05	6.49344e-05
29	-1.36271e-05	6.12276e-05
30	-8.8914e-05	5.94733e-05
31	-9.55259e-05	7.20309e-05
