1	0.00348493	4.6166e-05
2	5.79131e-05	2.90002e-05
3	2.07599e-05	2.53558e-05
4	3.98725e-05	2.47076e-05
5	-2.52587e-05	2.40632e-05
6	-3.93768e-05	2.65691e-05
7	-4.14345e-05	2.75549e-05
8	-3.90933e-05	2.97984e-05
9	5.29143e-06	2.7681e-05
10	1.28601e-05	2.65408e-05
11	6.07857e-05	2.44388e-05
12	-2.66944e-05	2.54792e-05
13	6.9396e-06	3.36784e-05
14	-3.06841e-05	2.54556e-05
15	-3.53577e-05	2.79562e-05
16	-4.03823e-05	5.07889e-05
17	-5.11e-06	5.06045e-05
18	1.73667e-05	5.12851e-05
19	6.25181e-05	6.67543e-05
20	-6.52915e-05	5.55199e-05
21	4.25489e-05	5.14311e-05
22	-1.01002e-05	5.35876e-05
23	0.000107868	5.95646e-05
24	-2.86251e-05	5.19469e-05
25	1.41655e-05	4.94007e-05
26	-1.34558e-05	5.52146e-05
27	-3.19713e-05	4.74728e-05
28	-7.0805e-05	5.07906e-05
29	0.00012293	5.76117e-05
30	4.6027e-05	6.2894e-05
31	-0.000103786	4.89651e-05
