1	0.163275	7.98392e-05
2	0.0443628	7.70044e-05
3	0.0144779	4.26076e-05
4	0.00505436	3.99921e-05
5	0.00178279	3.26059e-05
6	0.000645303	2.94829e-05
7	0.000216511	2.94249e-05
8	8.68739e-05	2.63267e-05
9	2.84804e-05	2.75213e-05
10	5.6908e-05	2.59509e-05
11	7.87106e-05	2.41128e-05
12	4.21019e-05	2.63625e-05
13	3.98725e-05	2.47076e-05
14	1.73295e-05	2.56275e-05
15	3.00181e-05	2.69281e-05
16	-3.50349e-05	5.45612e-05
17	3.35157e-05	5.73389e-05
18	0.000105416	5.4585e-05
19	1.96752e-06	5.05741e-05
20	3.60344e-06	5.21429e-05
21	-3.05065e-05	6.62145e-05
22	-8.74982e-05	5.56976e-05
23	-0.000101942	5.22799e-05
24	5.99205e-05	6.33471e-05
25	-1.36607e-05	6.14026e-05
26	-0.000110873	6.31676e-05
27	-8.53847e-05	5.17801e-05
28	-8.57115e-06	5.78388e-05
29	-5.16645e-05	5.39135e-05
30	9.79253e-06	6.12053e-05
31	-5.08337e-05	5.70969e-05
