2.29 4 12 0.000788143 0.00470105 8.92173 0.111295 0.0969764 0.00106027 1.88519 0.0546068 0.012386 0.000210871 1.75476 0.0112568 0.000280116 7.03443e-06 1.34446 0.000429005 4.51355e-06
2.291 4 12 -0.00597384 0.00447026 8.0035 0.111738 0.097336 0.00113057 2.09853 0.0551884 0.0125197 0.000228961 1.9609 0.0115622 0.000290415 8.04413e-06 1.51552 0.000462067 4.97261e-06
2.292 4 12 0.00095569 0.00476529 8.92251 0.112811 0.0984538 0.00104271 1.79243 0.0550745 0.012726 0.000215855 1.72502 0.0116217 0.000297003 7.55075e-06 1.34373 0.000460618 5.00359e-06
2.293 4 12 0.00147711 0.00540306 10.7539 0.11651 0.102402 0.00112371 2.04366 0.0555848 0.0135755 0.000232687 1.89233 0.0119614 0.000327354 8.39378e-06 1.49367 0.000485665 5.45007e-06
2.294 4 12 -0.00474204 0.00526125 9.98413 0.117745 0.103518 0.00112153 1.98473 0.0562949 0.0138849 0.000232633 1.8348 0.0121446 0.000340267 8.40134e-06 1.40276 0.000501606 5.70034e-06
2.295 4 12 -0.00845237 0.00551173 10.6337 0.119523 0.10569 0.00112349 1.98131 0.0564415 0.0143558 0.000236661 1.84207 0.0123305 0.000358113 8.82261e-06 1.46453 0.000515531 5.95115e-06
2.296 4 12 -0.00848927 0.00583209 11.2237 0.123101 0.109388 0.00112453 1.94026 0.0570886 0.0152245 0.000240495 1.79982 0.0126765 0.000392462 9.08645e-06 1.41358 0.000540431 6.43553e-06
2.297 4 12 -0.000298797 0.00606506 11.5522 0.126186 0.112638 0.0011256 1.95891 0.0568702 0.0159213 0.000246843 1.82663 0.0129152 0.000420273 9.72697e-06 1.45411 0.000570408 6.9196e-06
2.298 4 12 0.00377107 0.00669118 13.3344 0.129575 0.116312 0.0011569 2.0441 0.0572206 0.0168023 0.000258938 1.90394 0.0132701 0.000458396 1.04714e-05 1.48942 0.000606744 7.569e-06
2.299 4 12 0.0147896 0.00663453 12.927 0.130487 0.118075 0.00122732 2.28081 0.0574674 0.0172439 0.000274627 2.10485 0.0133856 0.00047651 1.11137e-05 1.6502 0.000611784 7.71971e-06
2.3 4 12 0.00190143 0.00683093 13.5071 0.131433 0.118283 0.00114168 1.9834 0.057325 0.0172767 0.000257286 1.83869 0.0134174 0.000478491 1.05332e-05 1.43851 0.000621025 7.83628e-06
2.301 4 12 0.0066703 0.00742469 15.3783 0.133885 0.120997 0.00118408 2.10665 0.0576887 0.0179678 0.000271226 1.94776 0.0137426 0.000511683 1.13999e-05 1.50631 0.000656825 8.48436e-06
2.302 4 12 -0.0156583 0.00733223 14.8203 0.134683 0.122587 0.00121081 2.18462 0.0579289 0.018383 0.000277728 2.00255 0.0138782 0.00053052 1.16794e-05 1.51386 0.00067125 8.75524e-06
2.303 4 12 0.00170912 0.00954402 23.105 0.140406 0.128083 0.00124615 2.34604 0.057532 0.0197147 0.000294731 2.16546 0.0141631 0.000589244 1.28115e-05 1.65626 0.000703953 9.41123e-06
2.304 4 12 -0.00526321 0.00846672 17.7681 0.142037 0.129805 0.00125765 2.36015 0.0578891 0.0202002 0.000292262 2.10878 0.0142319 0.000610574 1.23035e-05 1.51353 0.000707196 9.50776e-06
2.305 4 12 -0.000652991 0.0100092 24.2209 0.143817 0.131621 0.00124124 2.2942 0.057949 0.0206818 0.000290998 2.03227 0.0144347 0.000636074 1.26412e-05 1.50432 0.000728827 9.95201e-06
2.306 4 12 -0.0234794 0.01053 26.8909 0.143593 0.133345 0.00122218 2.20479 0.0582046 0.0211683 0.000292052 1.98517 0.0146578 0.000662925 1.31918e-05 1.53388 0.000753207 1.04485e-05
2.307 4 12 0.019479 0.0107248 26.3923 0.147625 0.137351 0.00119099 2.14589 0.0574924 0.0221703 0.000290665 1.93547 0.0147743 0.000709779 1.33774e-05 1.46517 0.00078151 1.09333e-05
2.308 4 12 0.0106322 0.00997083 21.977 0.150402 0.139328 0.00118133 2.10223 0.0576155 0.0227315 0.000288157 1.85011 0.0149808 0.000741126 1.3399e-05 1.37841 0.000807029 1.1445e-05
2.309 4 12 -0.0114204 0.0109707 25.0688 0.154944 0.144683 0.00117995 2.17385 0.0565922 0.0241356 0.00029568 1.92535 0.0150686 0.000809566 1.42674e-05 1.44783 0.000838477 1.19767e-05
2.31 4 12 -0.0141259 0.0111619 26.0335 0.154696 0.143972 0.00122597 2.21036 0.0583114 0.0241279 0.000303999 1.93035 0.0154725 0.000821532 1.49586e-05 1.49769 0.000864345 1.26921e-05
