2.29 4 12 -0.00197473 0.00555142 12.9182 0.109222 0.094821 0.00129186 2.83719 0.0542347 0.0119321 0.000259027 2.69618 0.0111552 0.000266802 8.79103e-06 2.10651 0.000428317 4.45216e-06 2.70892 0.0407724 0.0372303 0.0184479
2.291 4 12 -0.00369566 0.00551286 12.0949 0.112094 0.0979326 0.00122241 2.50161 0.0546531 0.0125775 0.000251915 2.4099 0.0114752 0.00028986 8.91587e-06 1.91934 0.000455086 4.87384e-06 2.24727 0.0300345 0.0257628 0.0141176
2.292 4 12 -0.00660846 0.0056303 11.7872 0.115966 0.102022 0.00134693 2.94317 0.0555194 0.0134905 0.000274648 2.66795 0.0118904 0.000323361 9.53726e-06 1.96402 0.000481235 5.35441e-06 2.09591 0.0469731 0.0336879 0.0147136
2.293 4 12 -0.00436314 0.00573797 12.4963 0.114782 0.100453 0.00130648 2.7514 0.0556971 0.0131927 0.000266456 2.53255 0.01184 0.000314219 9.32935e-06 1.92895 0.000475005 5.26367e-06 2.49874 0.0386038 0.0307028 0.0142449
2.294 4 12 -0.0139565 0.00614251 13.5543 0.117982 0.104948 0.00130042 2.72847 0.0556713 0.0141131 0.000275104 2.57385 0.0121258 0.0003462 1.01137e-05 1.96692 0.000509945 5.76821e-06 3.08248 0.0380313 0.031603 0.0147525
2.295 4 12 -0.00624516 0.00659849 15.9441 0.116856 0.102511 0.00139426 3.05225 0.0564341 0.013693 0.000287606 2.81284 0.0121264 0.000334532 1.01738e-05 2.10884 0.000495414 5.62693e-06 4.83577 0.0501129 0.0401526 0.0184847
2.296 4 12 0.00716193 0.00727552 18.3206 0.120199 0.106063 0.00137392 2.90563 0.0569965 0.0144976 0.000295019 2.73078 0.0126245 0.000369543 1.134e-05 2.13698 0.000548554 6.47422e-06 7.13974 0.0425322 0.0380889 0.0189299
2.297 4 12 0.000440336 0.00795513 20.6518 0.123787 0.109895 0.00139914 3.01625 0.0569683 0.0153219 0.000301316 2.75116 0.0128461 0.000399765 1.1352e-05 2.01239 0.000565881 6.82364e-06 9.86885 0.0490689 0.0385979 0.0153688
2.298 4 12 0.0130297 0.00840117 20.612 0.130854 0.118394 0.00144682 3.19714 0.0572189 0.0172907 0.000319104 2.84716 0.0133731 0.000477793 1.26285e-05 2.10614 0.000615338 7.74506e-06 9.83761 0.0584799 0.0410272 0.0184421
2.299 4 12 -0.00192325 0.00754604 17.0623 0.129183 0.115444 0.00142008 2.99825 0.0579946 0.0166904 0.000310722 2.72879 0.0133013 0.000455476 1.21214e-05 2.06469 0.00059653 7.47163e-06 5.87341 0.0485496 0.0380392 0.017794
2.3 4 12 0.0071047 0.00911356 24.0666 0.131367 0.118326 0.00142983 3.09279 0.0574931 0.0173061 0.000317258 2.80435 0.0133969 0.00047896 1.26716e-05 2.10921 0.000616993 7.77142e-06 14.928 0.0512978 0.0399373 0.0184904
2.301 4 12 0.0128997 0.00925432 23.9573 0.1337 0.121396 0.00146015 3.22699 0.0574787 0.0180404 0.000325991 2.89792 0.0135416 0.000508811 1.30716e-05 2.1202 0.000634814 8.08942e-06 14.8178 0.0594525 0.0423325 0.0186639
2.302 4 12 -0.0107512 0.00951154 23.4022 0.139037 0.126883 0.00144736 3.13069 0.0578445 0.0194448 0.000333567 2.82647 0.0140303 0.000574931 1.40837e-05 2.14841 0.000679461 9.00292e-06 13.8225 0.0524142 0.0404993 0.0191119
2.303 4 12 -0.00219853 0.0104683 27.7619 0.140495 0.1282 0.00141667 3.03509 0.057503 0.0197416 0.000327422 2.67587 0.0141541 0.000590048 1.39909e-05 2.00563 0.000698598 9.34814e-06 22.116 0.0496144 0.0338657 0.0152766
2.304 4 12 0.0224379 0.0100705 25.8337 0.140108 0.129588 0.00146237 3.20256 0.0577848 0.0201319 0.000340947 2.83936 0.0143081 0.000609994 1.4739e-05 2.10689 0.000718049 9.69488e-06 18.3306 0.0586561 0.040828 0.018454
2.305 4 12 -0.0102399 0.0117435 32.8942 0.144792 0.133403 0.00144035 3.17113 0.0571963 0.0210675 0.000342688 2.82001 0.0144305 0.000652059 1.53416e-05 2.11326 0.000746278 1.01624e-05 35.3198 0.0576367 0.0403348 0.0185543
2.306 4 12 -0.0127131 0.0108616 27.446 0.146609 0.135164 0.00142231 2.98864 0.0581789 0.0216537 0.000339926 2.64507 0.01478 0.000687307 1.5438e-05 1.9934 0.000773215 1.08079e-05 21.4096 0.0482732 0.0331766 0.0151103
2.307 4 12 -0.0168722 0.011697 31.5808 0.147186 0.136777 0.00139863 3.02032 0.0569093 0.0219464 0.000337795 2.68207 0.0145856 0.000694362 1.55435e-05 2.04929 0.000767809 1.06028e-05 31.484 0.0491864 0.0340048 0.0175555
2.308 4 12 0.000690114 0.014399 44.4585 0.152708 0.141373 0.00158131 3.75285 0.0577221 0.0233178 0.000376434 3.14062 0.0150206 0.000769319 1.68723e-05 2.14895 0.000813893 1.15838e-05 79.8857 0.0887124 0.0527081 0.0191204
2.309 4 12 -0.00173844 0.0148373 47.2737 0.152599 0.141064 0.0014647 3.16609 0.0582095 0.0232871 0.00035901 2.78689 0.0152074 0.000773528 1.68607e-05 2.06974 0.000828751 1.19351e-05 94.064 0.057474 0.0394959 0.0178725
2.31 4 12 -0.0114967 0.0145773 43.0864 0.157041 0.147091 0.00135666 2.91585 0.0561817 0.0247917 0.000347642 2.58844 0.0152799 0.000848082 1.70874e-05 1.91521 0.000873119 1.26675e-05 73.0794 0.0461978 0.031923 0.0140629
